Time,RAINRATE,Q2D,T2D,U2D,V2D,LWDOWN,SWDOWN,PSFC
2013-01-01 00:00:00,0.0,0.0037210881710052,273.8249816894531,-0.6000000834465027,-0.4238164722919464,223.74545288085935,29.71895408630371,90134.203125
2013-01-01 01:00:00,0.0,0.0033075150568038,271.8713684082031,-0.9000000953674316,-0.4025013744831085,223.59719848632807,0.0,90231.0078125
2013-01-01 02:00:00,0.0,0.0028948027174919,269.933349609375,-1.2000001668930054,-0.4000495076179504,223.40321350097656,0.0,90325.265625
2013-01-01 03:00:00,0.0,0.0024813157506287,267.9841613769531,-1.4999767541885376,-0.4000728130340576,209.80441284179688,0.0,90422.3203125
2013-01-01 04:00:00,0.0,0.0024515502154827,267.929931640625,-1.499927282333374,-0.9659755229949952,209.8315887451172,0.0,90490.0703125
2013-01-01 05:00:00,0.0,0.0024308594875037,267.894287109375,-1.4999505281448364,-1.4770773649215698,209.8179931640625,0.0,90557.9921875
2013-01-01 06:00:00,0.0,0.0024077834095805,267.8434753417969,-1.5,-1.9980647563934328,199.9596405029297,0.0,90627.9375
2013-01-01 07:00:00,0.0,0.0023129757028073,267.3270263671875,-1.6644842624664309,-1.6738486289978027,199.7365264892578,0.0,90643.6640625
2013-01-01 08:00:00,0.0,0.0022308595944195,266.8504333496094,-1.8526818752288816,-1.3490922451019287,199.53887939453125,0.0,90658.7421875
2013-01-01 09:00:00,0.0,0.0021341005340218,266.3405456542969,-2.0661206245422363,-0.998289942741394,198.86300659179688,0.0,90671.5859375
2013-01-01 10:00:00,0.0,0.0021308595314621,266.3688049316406,-2.4646785259246826,-1.0354925394058228,198.76702880859372,0.0,90680.671875
2013-01-01 11:00:00,0.0,0.0021008634939789,266.3754272460937,-2.8810362815856934,-1.0511938333511353,198.65023803710935,0.0,90689.046875
2013-01-01 12:00:00,0.0,0.0020790614653378,266.4090881347656,-3.288946866989136,-1.0828020572662354,199.0623321533203,0.0,90695.8046875
2013-01-01 13:00:00,0.0,0.0020958753302693,266.7862854003906,-3.3672635555267334,-0.2971407175064087,198.8832092285156,0.0,90726.5234375
2013-01-01 14:00:00,0.0,0.0021086451597511,267.17010498046875,-3.45210337638855,0.4347018301486969,198.67218017578125,0.0,90753.4140625
2013-01-01 15:00:00,0.0,0.0021287959534674,267.550537109375,-3.507415533065796,1.2000001668930054,201.04954528808597,0.0,90780.40625
2013-01-01 16:00:00,0.0,0.0024023440200835,269.3962707519531,-2.711843013763428,1.0,200.3396453857422,5.064828872680664,90795.0703125
2013-01-01 17:00:00,0.0,0.0026661411393433,271.22772216796875,-1.9070037603378296,0.7992011904716492,199.64385986328125,117.7755889892578,90812.421875
2013-01-01 18:00:00,0.0,0.0029045708943158,273.0552062988281,-1.1149781942367554,0.5888724327087402,207.20152282714844,250.6890869140625,90829.078125
