Time,RAINRATE,Q2D,T2D,U2D,V2D,LWDOWN,SWDOWN,PSFC
2013-01-01 00:00:00,0.0,0.0037215049378573,273.5740051269531,-0.6000000238418579,-0.4106480181217193,223.24522399902344,30.12998580932617,88268.5390625
2013-01-01 01:00:00,0.0,0.0033234462607651,271.6425170898437,-0.9000000357627869,-0.4000000059604645,223.06814575195312,0.0,88356.2734375
2013-01-01 02:00:00,0.0,0.002915607066825,269.7085266113281,-1.1843440532684326,-0.4235782325267792,222.882080078125,0.0,88435.78125
2013-01-01 03:00:00,0.0,0.0024984923657029,267.765380859375,-1.4580044746398926,-0.4406928122043609,209.3580322265625,0.0,88515.0390625
2013-01-01 04:00:00,0.0,0.0024698008783161,267.7348022460937,-1.4495158195495603,-0.9920426607131958,209.4055938720703,0.0,88582.9921875
2013-01-01 05:00:00,0.0,0.0024431203491985,267.7030944824219,-1.4678432941436768,-1.4803149700164795,209.45697021484372,0.0,88652.0625
2013-01-01 06:00:00,0.0,0.0024364993441849,267.6826171875,-1.5,-1.961058616638184,199.5400848388672,0.0,88715.9296875
2013-01-01 07:00:00,0.0,0.0023387677501887,267.1635437011719,-1.6063369512557983,-1.6717956066131592,199.322021484375,0.0,88730.140625
2013-01-01 08:00:00,0.0,0.0022431204561144,266.62628173828125,-1.792842149734497,-1.3501869440078735,199.0783843994141,0.0,88740.9609375
2013-01-01 09:00:00,0.0,0.0021520564332604,266.1158447265625,-1.9593514204025269,-1.031432032585144,198.4279327392578,0.0,88753.8359375
2013-01-01 10:00:00,0.0,0.0021396486554294,266.107666015625,-2.350898504257202,-1.083414912223816,198.3514404296875,0.0,88761.0390625
2013-01-01 11:00:00,0.0,0.0021071969531476,266.1135559082031,-2.782102584838867,-1.0912095308303833,198.24859619140625,0.0,88766.859375
2013-01-01 12:00:00,0.0,0.002089709509164,266.1227722167969,-3.199179172515869,-1.1178319454193115,198.6924591064453,0.0,88772.6015625
2013-01-01 13:00:00,0.0,0.0020986606832593,266.517822265625,-3.3015058040618896,-0.3640152812004089,198.50454711914065,0.0,88807.25
2013-01-01 14:00:00,0.0,0.0021265372633934,266.89385986328125,-3.400000095367432,0.4000000059604645,198.3361968994141,0.0,88836.5859375
2013-01-01 15:00:00,0.0,0.002148310188204,267.2813415527344,-3.5,1.195647358894348,200.80393981933597,0.0,88869.359375
2013-01-01 16:00:00,0.0,0.0024014140944927,269.1058959960937,-2.700000047683716,0.9987965822219848,200.1115875244141,5.337559223175049,88893.015625
2013-01-01 17:00:00,0.0,0.0026605031453073,270.9608459472656,-1.900000095367432,0.8006370663642883,199.3632049560547,119.12521362304688,88922.2109375
2013-01-01 18:00:00,0.0,0.0029105872381478,272.7928466796875,-1.100000023841858,0.6007581353187561,206.91636657714844,253.1510009765625,88948.8984375
2013-01-01 19:00:00,0.0,0.0030335129704326,273.3061828613281,-1.5274136066436768,0.6196851134300232,206.59056091308597,324.4651184082031,88935.2421875
2013-01-01 20:00:00,0.0,0.0031623293180018,273.8279113769531,-2.0,0.666590690612793,206.27622985839844,374.4774475097656,88925.2109375
2013-01-01 21:00:00,0.0,0.0032703804317861,274.3353881835937,-2.4079575538635254,0.7107340097427368,219.9126739501953,324.7655029296875,88907.0
2013-01-01 22:00:00,0.0,0.0031792265363037,274.06884765625,-2.5,1.1710940599441528,220.0423126220703,268.8639831542969,88906.4296875
2013-01-01 23:00:00,0.0,0.0031200170051306,273.7950744628906,-2.502321481704712,1.600000023841858,220.1026611328125,176.42156982421875,88900.28125
2013-01-02 00:00:00,0.0,0.0030296356417238,273.50372314453125,-2.6000001430511475,2.1000001430511475,205.91590881347656,32.04070281982422,88893.9921875
2013-01-02 01:00:00,0.0,0.0025378074496984,272.2016296386719,-2.8378360271453857,2.110733985900879,205.86317443847656,0.0,88868.15625
2013-01-02 02:00:00,0.0,0.0020408083219081,270.89459228515625,-3.1000001430511475,2.200000047683716,205.8487243652344,0.0,88837.7734375
2013-01-02 03:00:00,0.0,0.0015410158084705,269.5636291503906,-3.3439722061157227,2.299999952316284,200.9845123291016,0.0,88809.84375
2013-01-02 04:00:00,0.0,0.0014501931145787,268.85504150390625,-3.306337118148804,2.400000095367432,199.0672912597656,0.0,88814.7734375
2013-01-02 05:00:00,0.0,0.0013819569721817,268.1287536621094,-3.3000001907348637,2.400000095367432,197.11936950683597,0.0,88818.3359375
